,loss
0,6.272807598114014
1,5.9669599533081055
2,5.945524215698242
3,5.919173717498779
4,5.8866472244262695
5,5.854642391204834
6,5.82297420501709
7,5.7949981689453125
8,5.755511283874512
9,5.709141254425049
10,5.661098480224609
11,5.598179817199707
12,5.520624160766602
13,5.414587020874023
14,5.319282531738281
15,5.223578929901123
16,5.119941234588623
17,5.023951053619385
18,4.919023513793945
19,4.822220325469971
20,4.715055465698242
21,4.623795986175537
22,4.513739109039307
23,4.422240257263184
24,4.3379740715026855
25,4.245405673980713
26,4.176349639892578
27,4.079484939575195
28,4.006836891174316
29,3.9267351627349854
30,3.8458101749420166
31,3.7832205295562744
32,3.7149689197540283
33,3.6490182876586914
34,3.587174654006958
35,3.523324728012085
36,3.4543051719665527
37,3.4009668827056885
38,3.356928825378418
39,3.3050270080566406
40,3.239441394805908
41,3.2029500007629395
42,3.1463916301727295
43,3.087872266769409
44,3.063424825668335
45,3.0076968669891357
46,2.966789484024048
47,2.9084272384643555
48,2.8793673515319824
49,2.845212936401367
50,2.8100695610046387
51,2.751861810684204
52,2.717517375946045
53,2.6881723403930664
54,2.64371657371521
55,2.6084489822387695
56,2.5762948989868164
57,2.546341896057129
58,2.5121049880981445
59,2.4888739585876465
60,2.4504282474517822
61,2.423074960708618
62,2.378363609313965
63,2.354795217514038
64,2.3178372383117676
65,2.287421464920044
66,2.274322509765625
67,2.2329583168029785
68,2.2153689861297607
69,2.1755971908569336
70,2.153003692626953
71,2.150010824203491
72,2.117633104324341
73,2.0926573276519775
74,2.0511422157287598
75,2.0369248390197754
76,2.0176310539245605
77,1.9848562479019165
78,1.962550401687622
79,1.9428232908248901
80,1.918563961982727
81,1.8937076330184937
82,1.8754475116729736
83,1.862430453300476
84,1.8393036127090454
85,1.8294073343276978
86,1.8063545227050781
87,1.7759146690368652
88,1.7747844457626343
89,1.7433958053588867
90,1.727329969406128
91,1.6949131488800049
92,1.6904274225234985
93,1.6625964641571045
94,1.639499545097351
95,1.627166986465454
96,1.619389295578003
97,1.6008126735687256
98,1.575875997543335
99,1.558868169784546
100,1.5437774658203125
101,1.5341479778289795
102,1.5209630727767944
103,1.5179665088653564
104,1.4745646715164185
105,1.452305555343628
106,1.4455353021621704
107,1.4320093393325806
108,1.4325143098831177
109,1.4188514947891235
110,1.378973364830017
111,1.3764128684997559
112,1.3987703323364258
113,1.3659952878952026
114,1.3466166257858276
115,1.321897268295288
116,1.3084765672683716
117,1.3049166202545166
118,1.3064082860946655
119,1.269119143486023
120,1.2471508979797363
121,1.2556756734848022
122,1.2418546676635742
123,1.2246804237365723
124,1.2251185178756714
125,1.2050334215164185
126,1.1887544393539429
127,1.1757228374481201
128,1.1654746532440186
129,1.1875052452087402
130,1.153341293334961
131,1.1568434238433838
132,1.119210124015808
133,1.1059056520462036
134,1.1166291236877441
135,1.0861635208129883
136,1.0893487930297852
137,1.0905864238739014
138,1.0936074256896973
139,1.0507316589355469
140,1.0646291971206665
141,1.0526093244552612
142,1.0392125844955444
143,1.0229383707046509
144,1.021865963935852
145,1.0080739259719849
146,0.9925281405448914
147,0.9946135878562927
148,0.9802660346031189
149,0.9873806238174438
150,0.9664382338523865
151,0.9631597399711609
152,0.9531161785125732
153,0.9479007720947266
154,0.9517548084259033
155,0.9386245012283325
156,0.9216642379760742
157,0.9361068606376648
158,0.9130282998085022
159,0.9019628167152405
160,0.8942997455596924
161,0.9004517793655396
162,0.8691956996917725
163,0.8809536099433899
164,0.8897199034690857
165,0.8753951191902161
166,0.8569284081459045
167,0.8469611406326294
168,0.855807900428772
169,0.8394641280174255
170,0.8384107947349548
171,0.8359774351119995
172,0.8226341009140015
173,0.8007945418357849
174,0.8204885125160217
175,0.7942660450935364
176,0.7873830795288086
177,0.8047530651092529
178,0.8025192022323608
179,0.7684755921363831
180,0.7675189971923828
181,0.7764941453933716
182,0.7627456784248352
183,0.7709563970565796
184,0.7641992568969727
185,0.7711958885192871
186,0.7733213305473328
187,0.7459282279014587
188,0.7293305993080139
189,0.7341936230659485
190,0.7253591418266296
191,0.7387295961380005
192,0.7244582772254944
193,0.715505838394165
194,0.735252857208252
195,0.7033103704452515
196,0.6962717175483704
197,0.6959777474403381
198,0.6946655511856079
199,0.6940179467201233
