,loss
0,6.301324844360352
1,5.966727256774902
2,5.946883678436279
3,5.929007530212402
4,5.903407096862793
5,5.877861499786377
6,5.856203079223633
7,5.827754974365234
8,5.79436731338501
9,5.752996444702148
10,5.714969158172607
11,5.654338836669922
12,5.60146951675415
13,5.54205322265625
14,5.48105525970459
15,5.418581485748291
16,5.352529048919678
17,5.285470962524414
18,5.22150182723999
19,5.1604156494140625
20,5.09133768081665
21,5.035867691040039
22,4.974538326263428
23,4.906398296356201
24,4.848475456237793
25,4.7863450050354
26,4.7245283126831055
27,4.668954849243164
28,4.610532283782959
29,4.558224678039551
30,4.505990982055664
31,4.453768730163574
32,4.4092631340026855
33,4.3511643409729
34,4.305423259735107
35,4.2591023445129395
36,4.215513229370117
37,4.165146827697754
38,4.119260787963867
39,4.085533142089844
40,4.041262149810791
41,3.994412422180176
42,3.960841178894043
43,3.9199650287628174
44,3.880852699279785
45,3.8375823497772217
46,3.8042783737182617
47,3.766911506652832
48,3.7210822105407715
49,3.699126720428467
50,3.6567957401275635
51,3.6375701427459717
52,3.600757598876953
53,3.5594019889831543
54,3.534661293029785
55,3.5062901973724365
56,3.4692912101745605
57,3.4423816204071045
58,3.4137730598449707
59,3.3877644538879395
60,3.354217767715454
61,3.3318045139312744
62,3.3103349208831787
63,3.285776376724243
64,3.2522714138031006
65,3.226376533508301
66,3.1987545490264893
67,3.1798970699310303
68,3.1623921394348145
69,3.145890712738037
70,3.098813772201538
71,3.09189510345459
72,3.072815418243408
73,3.0419435501098633
74,3.0330352783203125
75,3.002995014190674
76,2.9887897968292236
77,2.96284818649292
78,2.936436176300049
79,2.9307010173797607
80,2.9047791957855225
81,2.8900885581970215
82,2.8678488731384277
83,2.8465075492858887
84,2.841986894607544
85,2.8112869262695312
86,2.8029069900512695
87,2.7762451171875
88,2.767486095428467
89,2.7408902645111084
90,2.730384111404419
91,2.7106010913848877
92,2.6917660236358643
93,2.6775524616241455
94,2.66349458694458
95,2.6533026695251465
96,2.6370656490325928
97,2.6160483360290527
98,2.615767240524292
99,2.594507932662964
100,2.5746350288391113
101,2.571864128112793
102,2.5615622997283936
103,2.532792806625366
104,2.5251431465148926
105,2.5107860565185547
106,2.4906117916107178
107,2.4720635414123535
108,2.4665138721466064
109,2.4427034854888916
110,2.4421980381011963
111,2.4270336627960205
112,2.414433479309082
113,2.3960251808166504
114,2.390669822692871
115,2.3854565620422363
116,2.3688504695892334
117,2.3506221771240234
118,2.342252254486084
119,2.343764305114746
120,2.313680410385132
121,2.3159286975860596
122,2.3031580448150635
123,2.2893805503845215
124,2.280965566635132
125,2.2662158012390137
126,2.252382278442383
127,2.2458808422088623
128,2.230666399002075
129,2.2314445972442627
130,2.2132954597473145
131,2.207186698913574
132,2.1912291049957275
133,2.1689391136169434
134,2.1737163066864014
135,2.1640899181365967
136,2.1506004333496094
137,2.154114246368408
138,2.1319751739501953
139,2.1183950901031494
140,2.122955560684204
141,2.1113955974578857
142,2.0972468852996826
143,2.068092107772827
144,2.075667381286621
145,2.0735459327697754
146,2.04370379447937
147,2.0382020473480225
148,2.0454723834991455
149,2.01052188873291
150,2.0283970832824707
151,2.0287392139434814
152,1.996320128440857
153,1.9960213899612427
154,1.9798532724380493
155,1.9745079278945923
156,1.9719020128250122
157,1.9761266708374023
158,1.9573469161987305
159,1.9545061588287354
160,1.9401277303695679
161,1.9254238605499268
162,1.9308816194534302
163,1.9206950664520264
164,1.9032973051071167
165,1.910439133644104
166,1.895400047302246
167,1.8903888463974
168,1.8849327564239502
169,1.8612160682678223
170,1.86329984664917
171,1.8666505813598633
172,1.8538553714752197
173,1.842124581336975
174,1.8292028903961182
175,1.8211851119995117
176,1.827868103981018
177,1.8132976293563843
178,1.809740662574768
179,1.8059704303741455
180,1.8038959503173828
181,1.7853604555130005
182,1.7757867574691772
183,1.7743523120880127
184,1.7704665660858154
185,1.760706901550293
186,1.7610191106796265
187,1.7622673511505127
188,1.748384714126587
189,1.7408063411712646
190,1.7195340394973755
191,1.7175952196121216
192,1.7091916799545288
193,1.7111127376556396
194,1.7081965208053589
195,1.7001309394836426
196,1.694840908050537
197,1.683341145515442
198,1.6652555465698242
199,1.6687302589416504
